House age,Distance to the nearest MRT station,Number of convenience stores, latitude, longitude,house price of unit area,Date,Market_segment
5.4,390.5684,5,24.97937,121.54245,49.5,1/10/2019,Online TA
21.7,1157.988,0,24.96165,121.55011,23.8,1/11/2019,Online TA
14.7,1717.193,2,24.96447,121.51649,30.5,1/12/2019,Offline TA/TO
3.9,49.66105,8,24.95836,121.53756,56.8,1/13/2019,Online TA
37.3,587.8877,8,24.97077,121.54634,37.4,1/14/2019,Offline TA/TO
0,292.9978,6,24.97744,121.54458,69.7,1/15/2019,Direct
14.1,289.3248,5,24.98203,121.54348,53.3,1/16/2019,Direct
8,132.5469,9,24.98298,121.53981,47.3,1/17/2019,Online TA
16.3,3529.564,0,24.93207,121.51597,29.3,1/18/2019,Online TA
29.1,506.1144,4,24.97845,121.53889,40.3,1/19/2019,Online TA
16.1,4066.587,0,24.94297,121.50342,12.9,1/20/2019,Offline TA/TO
18.3,82.88643,10,24.983,121.54026,46.6,1/21/2019,Online TA
0,185.4296,0,24.9711,121.5317,55.3,1/22/2019,Offline TA/TO
16.2,2103.555,3,24.96042,121.51462,25.6,1/23/2019,Corporate
10.4,2251.938,4,24.95957,121.51353,27.3,1/24/2019,Online TA
40.9,122.3619,8,24.96756,121.5423,67.7,1/25/2019,Online TA
32.8,377.8302,9,24.97151,121.5435,38.6,1/26/2019,Online TA
6.2,1939.749,1,24.95155,121.55387,31.3,1/27/2019,Online TA
42.7,443.802,6,24.97927,121.53874,35.3,1/28/2019,Online TA
16.9,967.4,4,24.98872,121.53408,40.3,1/29/2019,Direct
32.6,4136.271,1,24.95544,121.4963,24.7,1/30/2019,Direct
21.2,512.5487,4,24.974,121.53842,42.5,1/31/2019,Direct
37.1,918.6357,1,24.97198,121.55063,31.9,2/1/2019,Direct
13.1,1164.838,4,24.99156,121.53406,32.2,2/2/2019,Online TA
14.7,1717.193,2,24.96447,121.51649,23,2/3/2019,Online TA
12.7,170.1289,1,24.97371,121.52984,37.3,2/4/2019,Online TA
26.8,482.7581,5,24.97433,121.53863,35.5,2/5/2019,Offline TA/TO
7.6,2175.03,3,24.96305,121.51254,27.7,2/6/2019,Online TA
12.7,187.4823,1,24.97388,121.52981,28.5,2/7/2019,Direct
30.9,161.942,9,24.98353,121.53966,39.7,2/8/2019,Online TA
16.4,289.3248,5,24.98203,121.54348,41.2,2/9/2019,Online TA
23,130.9945,6,24.95663,121.53765,37.2,2/10/2019,Online TA
1.9,372.1386,7,24.97293,121.54026,40.5,2/11/2019,Direct
5.2,2408.993,0,24.95505,121.55964,22.3,2/12/2019,Corporate
18.5,2175.744,3,24.9633,121.51243,28.1,2/13/2019,Offline TA/TO
13.7,4082.015,0,24.94155,121.50381,15.4,2/14/2019,Online TA
5.6,90.45606,9,24.97433,121.5431,50,2/15/2019,Online TA
18.8,390.9696,7,24.97923,121.53986,40.6,2/16/2019,Online TA
8.1,104.8101,5,24.96674,121.54067,52.5,2/17/2019,Online TA
6.5,90.45606,9,24.97433,121.5431,63.9,2/18/2019,Groups
32,84.87882,10,24.98298,121.54024,37.9,2/19/2019,Groups
19.5,306.5947,9,24.98034,121.53951,42.2,2/20/2019,Groups
13.3,561.9845,5,24.98746,121.54391,47.3,2/21/2019,Groups
13.3,561.9845,5,24.98746,121.54391,54.8,2/22/2019,Groups
5,390.5684,5,24.97937,121.54245,43.1,2/23/2019,Online TA
7.1,2175.03,3,24.96305,121.51254,32.1,2/24/2019,Groups
34.5,623.4731,7,24.97933,121.53642,40.3,2/25/2019,Groups
20.3,287.6025,6,24.98042,121.54228,46.7,2/26/2019,Groups
31.7,5512.038,1,24.95095,121.48458,18.8,2/27/2019,Groups
17.9,1783.18,3,24.96731,121.51486,22.1,2/28/2019,Groups
34.8,405.2134,1,24.97349,121.53372,41.4,3/1/2019,Groups
6.3,90.45606,9,24.97433,121.5431,58.1,3/2/2019,Groups
13,492.2313,5,24.96515,121.53737,39.3,3/3/2019,Groups
20.4,2469.645,4,24.96108,121.51046,23.8,3/4/2019,Groups
13.2,1164.838,4,24.99156,121.53406,34.3,3/5/2019,Groups
35.7,579.2083,2,24.9824,121.54619,50.5,3/6/2019,Groups
0,292.9978,6,24.97744,121.54458,70.1,3/7/2019,Groups
17.7,350.8515,1,24.97544,121.53119,37.4,3/8/2019,Groups
16.9,368.1363,8,24.9675,121.54451,42.3,3/9/2019,Groups
1.5,23.38284,7,24.96772,121.54102,47.7,3/10/2019,Groups
4.5,2275.877,3,24.96314,121.51151,29.3,3/11/2019,Online TA
10.5,279.1726,7,24.97528,121.54541,51.6,3/12/2019,Online TA
14.7,1360.139,1,24.95204,121.54842,24.6,3/13/2019,Online TA
10.1,279.1726,7,24.97528,121.54541,47.9,3/14/2019,Direct
39.6,480.6977,4,24.97353,121.53885,38.8,3/15/2019,Online TA
29.3,1487.868,2,24.97542,121.51726,27,3/16/2019,Online TA
3.1,383.8624,5,24.98085,121.54391,56.2,3/17/2019,Direct
10.4,276.449,5,24.95593,121.53913,33.6,3/18/2019,Online TA
19.2,557.478,4,24.97419,121.53797,47,3/19/2019,Online TA
7.1,451.2438,5,24.97563,121.54694,57.1,3/20/2019,Online TA
25.9,4519.69,0,24.94826,121.49587,22.1,3/21/2019,Direct
29.6,769.4034,7,24.98281,121.53408,25,3/22/2019,Direct
37.9,488.5727,1,24.97349,121.53451,34.2,3/23/2019,Online TA
16.5,323.655,6,24.97841,121.54281,49.3,3/24/2019,Online TA
15.4,205.367,7,24.98419,121.54243,55.1,3/25/2019,Online TA
13.9,4079.418,0,25.01459,121.51816,27.3,3/26/2019,Direct
14.7,1935.009,2,24.96386,121.51458,22.9,3/27/2019,Direct
12,1360.139,1,24.95204,121.54842,25.3,3/28/2019,Direct
3.1,577.9615,6,24.97201,121.54722,47.7,3/29/2019,Online TA
16.2,289.3248,5,24.98203,121.54348,46.2,3/30/2019,Online TA
13.6,4082.015,0,24.94155,121.50381,15.9,3/31/2019,Online TA
16.8,4066.587,0,24.94297,121.50342,18.2,4/1/2019,Online TA
36.1,519.4617,5,24.96305,121.53758,34.7,4/2/2019,Offline TA/TO
34.4,512.7871,6,24.98748,121.54301,34.1,4/3/2019,Offline TA/TO
2.7,533.4762,4,24.97445,121.54765,53.9,4/4/2019,Direct
36.6,488.8193,8,24.97015,121.54494,38.3,4/5/2019,Online TA
21.7,463.9623,9,24.9703,121.54458,42,4/6/2019,Direct
35.9,640.7391,3,24.97563,121.53715,61.5,4/7/2019,Online TA
24.2,4605.749,0,24.94684,121.49578,13.4,4/8/2019,Online TA
29.4,4510.359,1,24.94925,121.49542,13.2,4/9/2019,Offline TA/TO
21.7,512.5487,4,24.974,121.53842,44.2,4/10/2019,Online TA
31.3,1758.406,1,24.95402,121.55282,20.7,4/11/2019,Direct
32.1,1438.579,3,24.97419,121.5175,27,4/12/2019,Online TA
13.3,492.2313,5,24.96515,121.53737,38.9,4/13/2019,Online TA
16.1,289.3248,5,24.98203,121.54348,51.7,4/14/2019,Direct
31.7,1160.632,0,24.94968,121.53009,13.7,4/15/2019,Direct
33.6,371.2495,8,24.97254,121.54059,41.9,4/16/2019,Offline TA/TO
3.5,56.47425,7,24.95744,121.53711,53.5,4/17/2019,Online TA
30.3,4510.359,1,24.94925,121.49542,22.6,4/18/2019,Offline TA/TO
13.3,336.0532,5,24.95776,121.53438,42.4,4/19/2019,Online TA
11,1931.207,2,24.96365,121.51471,21.3,4/20/2019,Offline TA/TO
5.3,259.6607,6,24.97585,121.54516,63.2,4/21/2019,Offline TA/TO
17.2,2175.877,3,24.96303,121.51254,27.7,4/22/2019,Direct
2.6,533.4762,4,24.97445,121.54765,55,4/23/2019,Offline TA/TO
17.5,995.7554,0,24.96305,121.54915,25.3,4/24/2019,Offline TA/TO
40.1,123.7429,8,24.97635,121.54329,44.3,4/25/2019,Offline TA/TO
1,193.5845,6,24.96571,121.54089,50.7,4/26/2019,Offline TA/TO
8.5,104.8101,5,24.96674,121.54067,56.8,4/27/2019,Offline TA/TO
30.4,464.223,6,24.97964,121.53805,36.2,4/28/2019,Direct
12.5,561.9845,5,24.98746,121.54391,42,4/29/2019,Online TA
6.6,90.45606,9,24.97433,121.5431,59,4/30/2019,Direct
35.5,640.7391,3,24.97563,121.53715,40.8,5/1/2019,Online TA
32.5,424.5442,8,24.97587,121.53913,36.3,5/2/2019,Direct
13.8,4082.015,0,24.94155,121.50381,20,5/3/2019,Online TA
6.8,379.5575,10,24.98343,121.53762,54.4,5/4/2019,Online TA
12.3,1360.139,1,24.95204,121.54842,29.5,5/5/2019,Offline TA/TO
35.9,616.4004,3,24.97723,121.53767,36.8,5/6/2019,Online TA
20.5,2185.128,3,24.96322,121.51237,25.6,5/7/2019,Online TA
38.2,552.4371,2,24.97598,121.53381,29.8,5/8/2019,Online TA
18,1414.837,1,24.95182,121.54887,26.5,5/9/2019,Direct
11.8,533.4762,4,24.97445,121.54765,40.3,5/10/2019,Direct
30.8,377.7956,6,24.96427,121.53964,36.8,5/11/2019,Online TA
13.2,150.9347,7,24.96725,121.54252,48.1,5/12/2019,Online TA
25.3,2707.392,3,24.96056,121.50831,17.7,5/13/2019,Online TA
15.1,383.2805,7,24.96735,121.54464,43.7,5/14/2019,Offline TA/TO
0,338.9679,9,24.96853,121.54413,50.8,5/15/2019,Online TA
1.8,1455.798,1,24.9512,121.549,27,5/16/2019,Online TA
16.9,4066.587,0,24.94297,121.50342,18.3,5/17/2019,Online TA
8.9,1406.43,0,24.98573,121.52758,48,5/18/2019,Offline TA/TO
23,3947.945,0,24.94783,121.50243,25.3,5/19/2019,Online TA
0,274.0144,1,24.9748,121.53059,45.4,5/20/2019,Direct
9.1,1402.016,0,24.98569,121.5276,43.2,5/21/2019,Online TA
20.6,2469.645,4,24.96108,121.51046,21.8,5/22/2019,Online TA
31.9,1146.329,0,24.9492,121.53076,16.1,5/23/2019,Direct
40.9,167.5989,5,24.9663,121.54026,41,5/24/2019,Online TA
8,104.8101,5,24.96674,121.54067,51.8,5/25/2019,Direct
6.4,90.45606,9,24.97433,121.5431,59.5,5/26/2019,Online TA
28.4,617.4424,3,24.97746,121.53299,34.6,5/27/2019,Online TA
16.4,289.3248,5,24.98203,121.54348,51,5/28/2019,Online TA
6.4,90.45606,9,24.97433,121.5431,62.2,5/29/2019,Direct
17.5,964.7496,4,24.98872,121.53411,38.2,5/30/2019,Direct
12.7,170.1289,1,24.97371,121.52984,32.9,5/31/2019,Online TA
1.1,193.5845,6,24.96571,121.54089,54.4,6/1/2019,Online TA
0,208.3905,6,24.95618,121.53844,45.7,6/2/2019,Online TA
32.7,392.4459,6,24.96398,121.5425,30.5,6/3/2019,Online TA
0,292.9978,6,24.97744,121.54458,71,6/4/2019,Offline TA/TO
17.2,189.5181,8,24.97707,121.54308,47.1,6/5/2019,Online TA
12.2,1360.139,1,24.95204,121.54842,26.6,6/6/2019,Direct
31.4,592.5006,2,24.9726,121.53561,34.1,6/7/2019,Direct
4,2147.376,3,24.96299,121.51284,28.4,6/8/2019,Direct
8.1,104.8101,5,24.96674,121.54067,51.6,6/9/2019,Online TA
33.3,196.6172,7,24.97701,121.54224,39.4,6/10/2019,Direct
9.9,2102.427,3,24.96044,121.51462,23.1,6/11/2019,Direct
14.8,393.2606,6,24.96172,121.53812,7.6,6/12/2019,Online TA
30.6,143.8383,8,24.98155,121.54142,53.3,6/13/2019,Offline TA/TO
20.6,737.9161,2,24.98092,121.54739,46.4,6/14/2019,Direct
30.9,6396.283,1,24.94375,121.47883,12.2,6/15/2019,Offline TA/TO
13.6,4197.349,0,24.93885,121.50383,13,6/16/2019,Direct
25.3,1583.722,3,24.96622,121.51709,30.6,6/17/2019,Direct
16.6,289.3248,5,24.98203,121.54348,59.6,6/18/2019,Direct
13.3,492.2313,5,24.96515,121.53737,31.3,6/19/2019,Offline TA/TO
13.6,492.2313,5,24.96515,121.53737,48,6/20/2019,Online TA
31.5,414.9476,4,24.98199,121.54464,32.5,6/21/2019,Offline TA/TO
0,185.4296,0,24.9711,121.5317,45.5,6/22/2019,Online TA
9.9,279.1726,7,24.97528,121.54541,57.4,6/23/2019,Direct
1.1,193.5845,6,24.96571,121.54089,48.6,6/24/2019,Online TA
38.6,804.6897,4,24.97838,121.53477,62.9,6/25/2019,Direct
3.8,383.8624,5,24.98085,121.54391,55,6/26/2019,Online TA
41.3,124.9912,6,24.96674,121.54039,60.7,6/27/2019,Online TA
38.5,216.8329,7,24.98086,121.54162,41,6/28/2019,Online TA
29.6,535.527,8,24.98092,121.53653,37.5,6/29/2019,Online TA
4,2147.376,3,24.96299,121.51284,30.7,6/30/2019,Direct
26.6,482.7581,5,24.97433,121.53863,37.5,7/1/2019,Online TA
18,373.3937,8,24.9866,121.54082,39.5,7/2/2019,Direct
33.4,186.9686,6,24.96604,121.54211,42.2,7/3/2019,Offline TA/TO
18.9,1009.235,0,24.96357,121.54951,20.8,7/4/2019,Offline TA/TO
11.4,390.5684,5,24.97937,121.54245,46.8,7/5/2019,Online TA
13.6,319.0708,6,24.96495,121.54277,47.4,7/6/2019,Online TA
10,942.4664,0,24.97843,121.52406,43.5,7/7/2019,Offline TA/TO
12.9,492.2313,5,24.96515,121.53737,42.5,7/8/2019,Offline TA/TO
16.2,289.3248,5,24.98203,121.54348,51.4,7/9/2019,Online TA
5.1,1559.827,3,24.97213,121.51627,28.9,7/10/2019,Online TA
19.8,640.6071,5,24.97017,121.54647,37.5,7/11/2019,Offline TA/TO
13.6,492.2313,5,24.96515,121.53737,40.1,7/12/2019,Online TA
11.9,1360.139,1,24.95204,121.54842,28.4,7/13/2019,Online TA
2.1,451.2438,5,24.97563,121.54694,45.5,7/14/2019,Online TA
0,185.4296,0,24.9711,121.5317,52.2,7/15/2019,Offline TA/TO
3.2,489.8821,8,24.97017,121.54494,43.2,7/16/2019,Offline TA/TO
16.4,3780.59,0,24.93293,121.51203,45.1,7/17/2019,Online TA
34.9,179.4538,8,24.97349,121.54245,39.7,7/18/2019,Offline TA/TO
35.8,170.7311,7,24.96719,121.54269,48.5,7/19/2019,Offline TA/TO
4.9,387.7721,9,24.98118,121.53788,44.7,7/20/2019,Online TA
12,1360.139,1,24.95204,121.54842,28.9,7/21/2019,Offline TA/TO
6.5,376.1709,6,24.95418,121.53713,40.9,7/22/2019,Online TA
16.9,4066.587,0,24.94297,121.50342,20.7,7/23/2019,Offline TA/TO
13.8,4082.015,0,24.94155,121.50381,15.6,7/24/2019,Online TA
30.7,1264.73,0,24.94883,121.52954,18.3,7/25/2019,Online TA
16.1,815.9314,4,24.97886,121.53464,35.6,7/26/2019,Online TA
11.6,390.5684,5,24.97937,121.54245,39.4,7/27/2019,Online TA
15.5,815.9314,4,24.97886,121.53464,37.4,7/28/2019,Direct
3.5,49.66105,8,24.95836,121.53756,57.8,7/29/2019,Online TA
19.2,616.4004,3,24.97723,121.53767,39.6,7/30/2019,Online TA
16,4066.587,0,24.94297,121.50342,11.6,7/31/2019,Online TA
8.5,104.8101,5,24.96674,121.54067,55.5,8/1/2019,Online TA
0,185.4296,0,24.9711,121.5317,55.2,8/2/2019,Offline TA/TO
13.7,1236.564,1,24.97694,121.55391,30.6,8/3/2019,Online TA
0,292.9978,6,24.97744,121.54458,73.6,8/4/2019,Online TA
28.2,330.0854,8,24.97408,121.54011,43.4,8/5/2019,Direct
27.6,515.1122,5,24.96299,121.5432,37.4,8/6/2019,Online TA
8.4,1962.628,1,24.95468,121.55481,23.5,8/7/2019,Offline TA/TO
24,4527.687,0,24.94741,121.49628,14.4,8/8/2019,Direct
3.6,383.8624,5,24.98085,121.54391,58.8,8/9/2019,Online TA
6.6,90.45606,9,24.97433,121.5431,58.1,8/10/2019,Online TA
41.3,401.8807,4,24.98326,121.5446,35.1,8/11/2019,Offline TA/TO
4.3,432.0385,7,24.9805,121.53778,45.2,8/12/2019,Online TA
30.2,472.1745,3,24.97005,121.53758,36.5,8/13/2019,Direct
13.9,4573.779,0,24.94867,121.49507,19.2,8/14/2019,Online TA
33,181.0766,9,24.97697,121.54262,42,8/15/2019,Offline TA/TO
13.1,1144.436,4,24.99176,121.53456,36.7,8/16/2019,Offline TA/TO
14,438.8513,1,24.97493,121.5273,42.6,8/17/2019,Offline TA/TO
26.9,4449.27,0,24.94898,121.49621,15.5,8/18/2019,Offline TA/TO
11.6,201.8939,8,24.98489,121.54121,55.9,8/19/2019,Offline TA/TO
13.5,2147.376,3,24.96299,121.51284,23.6,8/20/2019,Offline TA/TO
17,4082.015,0,24.94155,121.50381,18.8,8/21/2019,Offline TA/TO
14.1,2615.465,0,24.95495,121.56174,21.8,8/22/2019,Offline TA/TO
31.4,1447.286,3,24.97285,121.5173,21.5,8/23/2019,Online TA
20.9,2185.128,3,24.96322,121.51237,25.7,8/24/2019,Corporate
8.9,3078.176,0,24.95464,121.56627,22,8/25/2019,Online TA
34.8,190.0392,8,24.97707,121.54312,44.3,8/26/2019,Online TA
16.3,4066.587,0,24.94297,121.50342,20.5,8/27/2019,Online TA
35.3,616.5735,8,24.97945,121.53642,42.3,8/28/2019,Direct
13.2,750.0704,2,24.97371,121.54951,37.8,8/29/2019,Direct
43.8,57.58945,7,24.9675,121.54069,42.7,8/30/2019,Online TA
9.7,421.479,5,24.98246,121.54477,49.3,8/31/2019,Offline TA/TO
15.2,3771.895,0,24.93363,121.51158,29.3,9/1/2019,Online TA
15.2,461.1016,5,24.95425,121.5399,34.6,9/2/2019,Direct
22.8,707.9067,2,24.981,121.54713,36.6,9/3/2019,Online TA
34.4,126.7286,8,24.96881,121.54089,48.2,9/4/2019,Direct
34,157.6052,7,24.96628,121.54196,39.1,9/5/2019,Online TA
18.2,451.6419,8,24.96945,121.5449,31.6,9/6/2019,Online TA
17.4,995.7554,0,24.96305,121.54915,25.5,9/7/2019,Online TA
13.1,561.9845,5,24.98746,121.54391,45.9,9/8/2019,Online TA
38.3,642.6985,3,24.97559,121.53713,31.5,9/9/2019,Online TA
15.6,289.3248,5,24.98203,121.54348,46.1,9/10/2019,Online TA
18,1414.837,1,24.95182,121.54887,26.6,9/11/2019,Online TA
12.8,1449.722,3,24.97289,121.51728,21.4,9/12/2019,Online TA
22.2,379.5575,10,24.98343,121.53762,44,9/13/2019,Online TA
38.5,665.0636,3,24.97503,121.53692,34.2,9/14/2019,Direct
11.5,1360.139,1,24.95204,121.54842,26.2,9/15/2019,Direct
34.8,175.6294,8,24.97347,121.54271,40.9,9/16/2019,Online TA
5.2,390.5684,5,24.97937,121.54245,52.2,9/17/2019,Online TA
0,274.0144,1,24.9748,121.53059,43.5,9/18/2019,Online TA
17.6,1805.665,2,24.98672,121.52091,31.1,9/19/2019,Online TA
6.2,90.45606,9,24.97433,121.5431,58,9/20/2019,Online TA
18.1,1783.18,3,24.96731,121.51486,20.9,9/21/2019,Direct
19.2,383.7129,8,24.972,121.54477,48.1,9/22/2019,Offline TA/TO
37.8,590.9292,1,24.97153,121.53559,39.7,9/23/2019,Online TA
28,372.6242,6,24.97838,121.54119,40.8,9/24/2019,Online TA
13.6,492.2313,5,24.96515,121.53737,43.8,9/25/2019,Offline TA/TO
29.3,529.7771,8,24.98102,121.53655,40.2,9/26/2019,Online TA
37.2,186.5101,9,24.97703,121.54265,78.3,9/27/2019,Online TA
9,1402.016,0,24.98569,121.5276,38.5,9/28/2019,Direct
30.6,431.1114,10,24.98123,121.53743,48.5,9/29/2019,Online TA
9.1,1402.016,0,24.98569,121.5276,42.3,9/30/2019,Online TA
34.5,324.9419,6,24.97814,121.5417,46,10/1/2019,Online TA
1.1,193.5845,6,24.96571,121.54089,49,10/2/2019,Online TA
16.5,4082.015,0,24.94155,121.50381,12.8,10/3/2019,Online TA
32.4,265.0609,8,24.98059,121.53986,40.2,10/4/2019,Online TA
11.9,3171.329,0,25.00115,121.51776,46.6,10/5/2019,Direct
31,1156.412,0,24.9489,121.53095,19,10/6/2019,Online TA
4,2147.376,3,24.96299,121.51284,33.4,10/7/2019,Online TA
16.2,4074.736,0,24.94235,121.50357,14.7,10/8/2019,Offline TA/TO
27.1,4412.765,1,24.95032,121.49587,17.4,10/9/2019,Online TA
39.7,333.3679,9,24.98016,121.53932,32.4,10/10/2019,Online TA
8,2216.612,4,24.96007,121.51361,23.9,10/11/2019,Offline TA/TO
12.9,250.631,7,24.96606,121.54297,39.3,10/12/2019,Online TA
3.6,373.8389,10,24.98322,121.53765,61.9,10/13/2019,Online TA
13,732.8528,0,24.97668,121.52518,39,10/14/2019,Online TA
12.8,732.8528,0,24.97668,121.52518,40.6,10/15/2019,Online TA
18.1,837.7233,0,24.96334,121.54767,29.7,10/16/2019,Offline TA/TO
11,1712.632,2,24.96412,121.5167,28.8,10/17/2019,Online TA
13.7,250.631,7,24.96606,121.54297,41.4,10/18/2019,Online TA
2,2077.39,3,24.96357,121.51329,33.4,10/19/2019,Direct
32.8,204.1705,8,24.98236,121.53923,48.2,10/20/2019,Offline TA/TO
4.8,1559.827,3,24.97213,121.51627,21.7,10/21/2019,Online TA
7.5,639.6198,5,24.97258,121.54814,40.8,10/22/2019,Online TA
16.4,389.8219,6,24.96412,121.54273,40.6,10/23/2019,Direct
21.7,1055.067,0,24.96211,121.54928,23.1,10/24/2019,Online TA
19,1009.235,0,24.96357,121.54951,22.3,10/25/2019,Offline TA/TO
18,6306.153,1,24.95743,121.47516,15,10/26/2019,Offline TA/TO
39.2,424.7132,7,24.97429,121.53917,30,10/27/2019,Offline TA/TO
31.7,1159.454,0,24.9496,121.53018,13.8,10/28/2019,Online TA
5.9,90.45606,9,24.97433,121.5431,52.7,10/29/2019,Offline TA/TO
30.4,1735.595,2,24.96464,121.51623,25.9,10/30/2019,Offline TA/TO
1.1,329.9747,5,24.98254,121.54395,51.8,10/31/2019,Online TA
31.5,5512.038,1,24.95095,121.48458,17.4,11/1/2019,Offline TA/TO
14.6,339.2289,1,24.97519,121.53151,26.5,11/2/2019,Online TA
17.3,444.1334,1,24.97501,121.5273,43.9,11/3/2019,Direct
0,292.9978,6,24.97744,121.54458,63.3,11/4/2019,Online TA
17.7,837.7233,0,24.96334,121.54767,28.8,11/5/2019,Online TA
17,1485.097,4,24.97073,121.517,30.7,11/6/2019,Direct
16.2,2288.011,3,24.95885,121.51359,24.4,11/7/2019,Online TA
15.9,289.3248,5,24.98203,121.54348,53,11/8/2019,Offline TA/TO
3.9,2147.376,3,24.96299,121.51284,31.7,11/9/2019,Online TA
32.6,493.657,7,24.96968,121.54522,40.6,11/10/2019,Offline TA/TO
15.7,815.9314,4,24.97886,121.53464,38.1,11/11/2019,Online TA
17.8,1783.18,3,24.96731,121.51486,23.7,11/12/2019,Online TA
34.7,482.7581,5,24.97433,121.53863,41.1,11/13/2019,Online TA
17.2,390.5684,5,24.97937,121.54245,40.1,11/14/2019,Online TA
17.6,837.7233,0,24.96334,121.54767,23,11/15/2019,Direct
10.8,252.5822,1,24.9746,121.53046,117.5,11/16/2019,Direct
17.7,451.6419,8,24.96945,121.5449,26.5,11/17/2019,Online TA
13,492.2313,5,24.96515,121.53737,40.5,11/18/2019,Online TA
13.2,170.1289,1,24.97371,121.52984,29.3,11/19/2019,Online TA
27.5,394.0173,7,24.97305,121.53994,41,11/20/2019,Online TA
1.5,23.38284,7,24.96772,121.54102,49.7,11/21/2019,Online TA
19.1,461.1016,5,24.95425,121.5399,34,11/22/2019,Online TA
21.2,2185.128,3,24.96322,121.51237,27.7,11/23/2019,Online TA
0,208.3905,6,24.95618,121.53844,44,11/24/2019,Online TA
2.6,1554.25,3,24.97026,121.51642,31.1,11/25/2019,Offline TA/TO
2.3,184.3302,6,24.96581,121.54086,45.4,11/26/2019,Direct
4.7,387.7721,9,24.98118,121.53788,44.8,11/27/2019,Online TA
2,1455.798,1,24.9512,121.549,25.6,11/28/2019,Online TA
33.5,1978.671,2,24.98674,121.51844,23.5,11/29/2019,Online TA
15,383.2805,7,24.96735,121.54464,34.4,11/30/2019,Online TA
30.1,718.2937,3,24.97509,121.53644,55.3,12/1/2019,Online TA
5.9,90.45606,9,24.97433,121.5431,56.3,12/2/2019,Online TA
19.2,461.1016,5,24.95425,121.5399,32.9,12/3/2019,Offline TA/TO
16.6,323.6912,6,24.97841,121.5428,51,12/4/2019,Offline TA/TO
13.9,289.3248,5,24.98203,121.54348,44.5,12/5/2019,Online TA
37.7,490.3446,0,24.97217,121.53471,37,12/6/2019,Online TA
3.4,56.47425,7,24.95744,121.53711,54.4,12/7/2019,Direct
17.5,395.6747,5,24.95674,121.534,24.5,12/8/2019,Online TA
12.6,383.2805,7,24.96735,121.54464,42.5,12/9/2019,Online TA
26.4,335.5273,6,24.9796,121.5414,38.1,12/10/2019,Online TA
18.2,2179.59,3,24.96299,121.51252,21.8,12/11/2019,Online TA
12.5,1144.436,4,24.99176,121.53456,34.1,12/12/2019,Online TA
34.9,567.0349,4,24.97003,121.5458,28.5,12/13/2019,Online TA
16.7,4082.015,0,24.94155,121.50381,16.7,12/14/2019,Offline TA/TO
33.2,121.7262,10,24.98178,121.54059,46.1,12/15/2019,Direct
2.5,156.2442,4,24.96696,121.53992,36.9,12/16/2019,Online TA
38,461.7848,0,24.97229,121.53445,35.7,12/17/2019,Offline TA/TO
16.5,2288.011,3,24.95885,121.51359,23.2,12/18/2019,Direct
38.3,439.7105,0,24.97161,121.53423,38.4,12/19/2019,Online TA
20,1626.083,3,24.96622,121.51668,29.4,12/20/2019,Direct
16.2,289.3248,5,24.98203,121.54348,55,12/21/2019,Offline TA/TO
14.4,169.9803,1,24.97369,121.52979,50.2,12/22/2019,Offline TA/TO
10.3,3079.89,0,24.9546,121.56627,24.7,12/23/2019,Offline TA/TO
16.4,289.3248,5,24.98203,121.54348,53,12/24/2019,Online TA
30.3,1264.73,0,24.94883,121.52954,19.1,12/25/2019,Online TA
16.4,1643.499,2,24.95394,121.55174,24.7,12/26/2019,Online TA
21.3,537.7971,4,24.97425,121.53814,42.2,12/27/2019,Online TA
35.4,318.5292,9,24.97071,121.54069,78,12/28/2019,Online TA
8.3,104.8101,5,24.96674,121.54067,42.8,12/29/2019,Online TA
3.7,577.9615,6,24.97201,121.54722,41.6,12/30/2019,Online TA
15.6,1756.411,2,24.9832,121.51812,27.3,12/31/2019,Online TA
13.3,250.631,7,24.96606,121.54297,42,1/1/2020,Direct
15.6,752.7669,2,24.97795,121.53451,37.5,1/2/2020,Online TA
7.1,379.5575,10,24.98343,121.53762,49.8,1/3/2020,Online TA
34.6,272.6783,5,24.95562,121.53872,26.9,1/4/2020,Direct
13.5,4197.349,0,24.93885,121.50383,18.6,1/5/2020,Online TA
16.9,964.7496,4,24.98872,121.53411,37.7,1/6/2020,Offline TA/TO
12.9,187.4823,1,24.97388,121.52981,33.1,1/7/2020,Online TA
28.6,197.1338,6,24.97631,121.54436,42.5,1/8/2020,Offline TA/TO
12.4,1712.632,2,24.96412,121.5167,31.3,1/9/2020,Direct
36.6,488.8193,8,24.97015,121.54494,38.1,1/10/2020,Direct
4.1,56.47425,7,24.95744,121.53711,62.1,1/11/2020,Offline TA/TO
3.5,757.3377,3,24.97538,121.54971,36.7,1/12/2020,Offline TA/TO
15.9,1497.713,3,24.97003,121.51696,23.6,1/13/2020,Online TA
13.6,4197.349,0,24.93885,121.50383,19.2,1/14/2020,Online TA
32,1156.777,0,24.94935,121.53046,12.8,1/15/2020,Online TA
25.6,4519.69,0,24.94826,121.49587,15.6,1/16/2020,Offline TA/TO
